2.13784,-1.44126,-0.33358,0.6218,2.06792,5
2.26082,-1.48433,-0.19684,0.73889,2.29996,5
2.74707,-1.71369,-0.77806,-0.08599,0.86262,5
2.28416,-1.72055,-0.54875,0.16955,1.37747,5
2.07024,-1.49479,-0.28859,0.664,2.40581,5
2.5635,-1.63589,-0.62893,0.25209,1.26671,5
2.24568,-0.75463,-0.06572,0.46136,2.62445,5
2.34617,-1.16379,-0.35346,0.35461,2.21252,5
2.11525,-1.56825,-0.43061,0.68472,1.25716,5
2.45727,-1.43791,-0.67261,0.55246,2.46146,5
